name,terminology,code,term,DiabetesType
diabetes_drugs,DMD,3468611000001108,Insulin aspart 100units/ml solution for injection 3ml cartridges (product),general
diabetes_drugs,DMD,21409811000001105,Metabet SR 500mg tablets (Actavis UK Ltd) (product),general
diabetes_drugs,DMD,29985811000001104,Pioglitazone 15mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,5520811000001103,Amaryl 3mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,38067711000001107,Insulin soluble human 1unit/ml solution for infusion 30ml pre-filled syringes (product),general
diabetes_drugs,DMD,38143211000001107,Jentadueto 2.5mg/1000mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,13833111000001109,Avandamet 2mg/500mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,15359011000001101,Competact 15mg/850mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,23678111000001107,Sitagliptin 100mg tablets (Waymade Healthcare Plc) (product),general
diabetes,SNOMED,399865004,Very severe proliferative diabetic retinopathy (disorder),general
diabetes_drugs,DMD,21939611000001101,Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,8663911000001108,Metformin 250mg/5ml oral solution (product),general
diabetes_drugs,DMD,12135911000001109,Gliclazide 100mg/5ml oral suspension (product),general
diabetes_drugs,DMD,15019811000001104,Metformin 500mg modified-release tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,21027911000001106,Acarbose 50mg tablets (Arrow Generics Ltd) (product),general
diabetes_drugs,DMD,37337211000001101,Amglidia 0.6mg/ml oral suspension with 5ml oral syringe (Amring Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,3469111000001107,Insulin glargine 100units/ml solution for injection 3ml cartridges (product),general
diabetes_drugs,DMD,371430001,Insulin soluble porcine 100u/mL injection solution 10mL vial (product),general
diabetes_drugs,DMD,412448008,Insulin glulisine 100units/mL injection 10mL vial (product),general
diabetes_drugs,DMD,535811000001108,Glibenclamide 5mg tablets (Approved Prescription Services) (product),general
diabetes_drugs,DMD,38141711000001101,Januvia 25mg tablets (DE Pharmaceuticals) (product),general
diabetes,SNOMED,769183005,Mild nonproliferative diabetic retinopathy of right eye,general
diabetes_drugs,DMD,11148111000001101,Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,3312111000001108,Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,23632611000001103,Vipdomet 12.5mg/1000mg tablets (Takeda UK Ltd) (product),general
diabetes_drugs,DMD,9437511000001101,Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) (product),general
diabetes_drugs,DMD,3263011000001107,Insuman Comb 25 100units/ml suspension for injection 5ml vials (Aventis Pharma) (product),general
diabetes_drugs,DMD,808711000001104,Minodiab 2.5mg tablets (Pfizer Ltd) (product),general
diabetes_drugs,DMD,11119311000001104,Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),general
diabetes_drugs,DMD,11124611000001101,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),general
diabetes_drugs,DMD,13833811000001102,Avandia 4mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,17511111000001108,Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,30318211000001103,Empagliflozin 12.5mg / Metformin 850mg tablets (product),general
diabetes_drugs,DMD,13864511000001107,Diamicron 30mg MR tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37708911000001104,Victoza 6mg/ml solution for injection 3ml pre-filled pens (Pilsco Ltd) (product),general
diabetes_drugs,DMD,11765811000001100,Prandin 0.5mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,5337611000001103,Avandia 8mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,21245111000001107,Linagliptin 2.5mg / Metformin 850mg tablets (product),general
diabetes_drugs,DMD,12135411000001101,Glibenclamide 15mg/5ml oral suspension (product),general
diabetes_drugs,DMD,17536111000001109,Competact 15mg/850mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,5396211000001105,NovoNorm 2mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,16053911000001104,Glimepiride 3mg tablets (Bristol Laboratories Ltd) (product),general
diabetes_drugs,DMD,20566811000001102,Repaglinide 2mg tablets (Creo Pharma Ltd) (product),general
diabetes_drugs,DMD,8991411000001102,Metformin 500mg modified-release tablets (product),general
diabetes,SNOMED,719216001,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II (disorder),type2
diabetes_drugs,DMD,35548311000001108,Yaltormin SR 1000mg tablets (Wockhardt UK Ltd) (product),general
diabetes_drugs,DMD,21931911000001108,Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,3470311000001107,Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,18061311000001104,Januvia 100mg tablets (Lexon (UK) Ltd) (product),general
diabetes_drugs,DMD,27990611000001102,Galvus 50mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,33549711000001106,Acarbose 100mg tablets (Mylan Ltd) (product),general
diabetes_drugs,DMD,11124211000001103,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),general
diabetes_drugs,DMD,17601611000001107,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,21028111000001109,Acarbose 100mg tablets (Arrow Generics Ltd) (product),general
diabetes_drugs,DMD,38144011000001100,Komboglyze 2.5mg/1000mg tablets (DE Pharmaceuticals) (product),general
diabetes,SNOMED,443694000,Type II diabetes mellitus uncontrolled (finding),type2
diabetes_drugs,DMD,3258411000001104,Insuman Basal 100units/ml suspension for injection 5ml vials (Aventis Pharma) (product),general
diabetes_drugs,DMD,8523711000001107,Glibenclamide 5mg/5ml oral solution (product),general
diabetes_drugs,DMD,15100511000001103,Nazdol MR 30mg tablets (Generics (UK) Ltd) (product),general
diabetes_drugs,DMD,12147711000001102,Glimepiride 4mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,14249011000001103,Humalog Pen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,12200111000001106,Repaglinide 500microgram tablets (PI) (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,31352311000001105,Alogliptin 6.25mg tablets (J M McGill Ltd) (product),general
diabetes,SNOMED,420789003,Diabetic retinopathy associated with type I diabetes mellitus (disorder),type1
diabetes_drugs,DMD,23636311000001107,Vipidia 25mg tablets (Takeda UK Ltd) (product),general
diabetes_drugs,DMD,19300511000001103,Repaglinide 1mg tablets (Actavis UK Ltd) (product),general
diabetes_drugs,DMD,20917111000001104,Pioglitazone 30mg tablets (Zentiva) (product),general
diabetes_drugs,DMD,3472811000001102,Insulin isophane human 100units/ml suspension for injection 5ml vials (product),general
diabetes_drugs,DMD,11119811000001108,Hypurin Bovine Isophane 100units/ml suspension for injection 1.5ml cartridges (Waymade Ltd) (product),general
diabetes_drugs,DMD,371418007,Insulin soluble bovine 100u/mL injection solution 10mL vial (product),general
diabetes_drugs,DMD,38157811000001104,Onglyza 2.5mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,11018611000001108,Glimepiride 3mg tablets (Dr Reddys Labs) (product),general
diabetes_drugs,DMD,16187611000001104,Glucophage 850mg tablets (Lexon (UK) Ltd) (product),general
diabetes_drugs,DMD,22026711000001107,Gliclazide 80mg tablets (Waymade Healthcare Plc) (product),general
diabetes,SNOMED,421631007,Gangrene associated with type II diabetes mellitus (disorder),type2
diabetes,SNOMED,422014003,Disorder associated with type II diabetes melliltus (disorder),type2
diabetes,SNOMED,769184004,Mild nonproliferative retinopathy of left eye,general
diabetes,SNOMED,24481000000101,Type 2 diabetic on diet only (finding),type2
diabetes,SNOMED,237618001,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),type1
diabetes_drugs,DMD,7461611000001109,Metformin 500mg tablets (Ranbaxy (UK) Ltd) (product),general
diabetes_drugs,DMD,16519611000001103,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,37440811000001107,Jardiance 10mg tablets (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,37527211000001101,Onglyza 2.5mg tablets (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,22026011000001105,Glibenclamide 2.5mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,34346811000001105,Metformin 850mg tablets (Crescent Pharma Ltd) (product),general
diabetes_drugs,DMD,37974111000001107,Vipidia 6.25mg tablets (Pharmaram Ltd) (product),general
diabetes_drugs,DMD,38145111000001100,Lantus 100units/ml solution for injection 10ml vials (DE Pharmaceuticals) (product),general
diabetes,SNOMED,731000119105,Chronic kidney disease stage 3 associated with type 2 diabetes mellitus,type2
diabetes_drugs,DMD,11123611000001104,Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Waymade Ltd) (product),general
diabetes_drugs,DMD,16519811000001104,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,17592711000001103,Avandamet 2mg/1000mg tablets (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,36048811000001100,Insulin zinc crystalline human 100units/ml suspension for injection 10ml vials (product),general
diabetes,SNOMED,8801005,Secondary diabetes mellitus,general
diabetes_drugs,DMD,134609007,Product containing precisely nateglinide 120 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,259611000001101,Amaryl 4mg tablets (Aventis Pharma) (product),general
diabetes_drugs,DMD,17940411000001109,Metformin 850mg tablets (Phoenix Healthcare Distribution Ltd) (product),general
diabetes_drugs,DMD,19700511000001104,Acarbose 50mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,5331011000001100,Amaryl 4mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,21880611000001107,Repaglinide 2mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,30204011000001106,Glipizide 5mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,32423011000001106,Metformin 1g modified-release tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37437511000001107,Forxiga 10mg tablets (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,12144611000001100,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) (product),general
diabetes_drugs,DMD,3265011000001108,Insuman Basal 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) (product),general
diabetes_drugs,DMD,464111000001100,Glipizide 5mg tablets (Generics (UK) Ltd) (product),general
diabetes_drugs,DMD,20163311000001106,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37538511000001102,Xigduo 5mg/1000mg tablets (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,13850511000001105,Humulin R 100units/ml solution for injection 10ml vials (Imported (United States)) (product),general
diabetes_drugs,DMD,16701411000001101,Metformin 850mg tablets (Pfizer Ltd) (product),general
diabetes_drugs,DMD,28425111000001103,Forxiga 5mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,32638311000001101,Sitagliptin 50mg/5ml oral solution (product),general
diabetes_drugs,DMD,5449611000001101,Glimepiride 3mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,38142411000001102,Jardiance 25mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,325219009,Product containing precisely glibenclamide 5 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,10274011000001101,Glimepiride 2mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,18462411000001106,Glimepiride 1mg tablets (Accord Healthcare Ltd) (product),general
diabetes_drugs,DMD,30933611000001109,Alogliptin 6.25mg tablets (Ennogen Healthcare Ltd) (product),general
diabetes_drugs,DMD,13772811000001105,Humulin I 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,18745311000001105,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,37550311000001107,Onglyza 2.5mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,37591211000001101,Bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,37750911000001109,Tresiba Penfill 100units/ml solution for injection 3ml cartridges (CST Pharma Ltd) (product),general
diabetes,SNOMED,201250006,Ischaemic ulcer diabetic foot,general
diabetes_drugs,DMD,17559311000001100,Humulin I 100units/ml suspension for injection 10ml vials (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,5371611000001105,Glucobay 50 tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,371483009,Insulin soluble human 100u/mL injection solution 5mL vial (product),general
diabetes_drugs,DMD,12136411000001105,Gliclazide 60mg/5ml oral suspension (product),general
diabetes_drugs,DMD,14400811000001105,Starlix 120mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,17593011000001109,Avandamet 2mg/500mg tablets (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,24106911000001102,Glimepiride 4mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,3259411000001107,Human Insulatard Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes,SNOMED,769182000,Preproliferative diabetic retinopathy of left eye,general
diabetes_drugs,DMD,365111000001109,Glucophage 850mg tablets (Merck Pharmaceuticals) (product),general
diabetes_drugs,DMD,690811000001103,Metformin 500mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,13456711000001106,Nazdol MR 30mg tablets (Consilient Health Ltd) (product),general
diabetes_drugs,DMD,3883511000001107,Starlix 180mg tablets (Novartis Pharmaceuticals UK Ltd) (product),general
diabetes_drugs,DMD,822911000001107,Glibenclamide 5mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,14247811000001101,Humalog 100units/ml solution for injection 3ml cartridges (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,14763111000001101,Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,24106311000001103,Glimepiride 1mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,3264711000001106,Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37550911000001108,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,353987005,Insulin soluble human 100units/mL injection solution 3mL prefilled pen (product),general
diabetes_drugs,DMD,37973311000001107,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Pharmaram Ltd) (product),general
diabetes_drugs,DMD,38144911000001101,Lantus 100units/ml solution for injection 3ml cartridges (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,257011000001104,Metformin 500mg tablets (Generics (UK) Ltd) (product),general
diabetes_drugs,DMD,10518311000001105,Glimepiride 4mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),general
diabetes_drugs,DMD,3281211000001104,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,7016011000001104,Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd) (product),general
diabetes_drugs,DMD,38533711000001106,Metformin 750mg modified-release tablets (Morningside Healthcare Ltd) (product),general
diabetes_drugs,DMD,10470611000001102,Avandamet 2mg/500mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,16522311000001108,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes,SNOMED,237621004,Diabetic severe hyperglycemia,general
diabetes_drugs,DMD,34043211000001101,Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,21609511000001105,Forxiga 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,3285011000001106,Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,21705611000001102,Komboglyze 2.5mg/1000mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,3278611000001103,Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi) (product),general
diabetes_drugs,DMD,14200411000001107,Avandamet 2mg/500mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,22393411000001104,Metformin 500mg/5ml oral solution sugar free (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,29869311000001101,Glibenclamide 2.5mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,18631911000001103,Onglyza 5mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes,SNOMED,735200002,Absence of lower limb due to diabetes mellitus (disorder),general
diabetes,SNOMED,335621000000101,Maternally inherited diabetes mellitus (disorder),general
diabetes,SNOMED,83728000,Polyglandular autoimmune syndrome - type 2 (disorder),general
diabetes_drugs,DMD,13756411000001106,Metformin 500mg tablets (Tillomed Laboratories Ltd) (product),general
diabetes_drugs,DMD,10539511000001103,Glimepiride 2mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,15091411000001103,Glimepiride 3mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,37525711000001102,Januvia 50mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,11118411000001103,Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),general
diabetes_drugs,DMD,18362011000001106,Metformin 500mg modified-release tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,28789711000001104,Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices (product),general
diabetes_drugs,DMD,35547511000001101,Yaltormin SR 500mg tablets (Wockhardt UK Ltd) (product),general
diabetes_drugs,DMD,7597611000001106,Insulin detemir 100units/ml solution for injection 3ml cartridges (product),general
diabetes_drugs,DMD,29903611000001103,Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,19614111000001105,Humalog 100units/ml solution for injection 10ml vials (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37537911000001108,Vipidia 12.5mg tablets (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,3470011000001109,Insulin isophane biphasic human 20/80 100units/ml suspension for injection 3ml cartridges (product),general
diabetes_drugs,DMD,36904411000001107,Victoza 6mg/ml solution for injection 3ml pre-filled pens (Originalis B.V.) (product),general
diabetes,SNOMED,238984005,Diabetic rubeosis,general
diabetes,SNOMED,185760009,Diabetes monitoring telephone invite (procedure),removed
diabetes_drugs,DMD,33550811000001105,Metformin 1g/5ml oral solution sugar free (product),general
diabetes_drugs,DMD,19593311000001102,Pioglitazone 45mg tablets (Dr Reddys Laboratories (UK) Ltd) (product),general
diabetes_drugs,DMD,19469411000001103,Pioglitazone 30mg tablets (Alliance Healthcare (Distribution) Ltd) (product),general
diabetes_drugs,DMD,19614311000001107,Humulin I 100units/ml suspension for injection 10ml vials (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,30268411000001107,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,37853211000001108,Synjardy 12.5mg/1000mg tablets (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,16053211000001108,Gliclazide 80mg tablets (Bristol Laboratories Ltd) (product),general
diabetes_drugs,DMD,24554511000001102,Metformin 1g modified-release tablets (Actavis UK Ltd) (product),general
diabetes,SNOMED,201723002,Diabetic hand syndrome,general
diabetes,SNOMED,421986006,Persistent proteinuria associated with type II diabetes mellitus (disorder),type2
diabetes_drugs,DMD,3284011000001107,Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,20357411000001107,Pioglitazone 15mg tablets (Actavis UK Ltd) (product),general
diabetes_drugs,DMD,12135311000001108,Glibenclamide 15mg/5ml oral solution (product),general
diabetes_drugs,DMD,19476611000001101,Pioglitazone 45mg tablets (Consilient Health Ltd) (product),general
diabetes_drugs,DMD,21848111000001107,Pioglitazone 15mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,8496711000001104,Gliclazide 80mg/5ml oral suspension (Special Order) (product),general
diabetes,SNOMED,724136006,Diabetic mastopathy,general
diabetes_drugs,DMD,498911000001107,Gliclazide 80mg tablets (Alpharma Limited) (product),general
diabetes_drugs,DMD,19179511000001106,Repaglinide 1mg tablets (Teva UK Ltd) (product),general
diabetes_drugs,DMD,14055711000001109,Amaryl 4mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,30208411000001106,Eucreas 50mg/850mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,37974511000001103,Vipidia 12.5mg tablets (Pharmaram Ltd) (product),general
diabetes_drugs,DMD,17567211000001106,Januvia 100mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes,SNOMED,420868002,Disorder associated with type I diabetes mellitus (disorder),type1
diabetes,SNOMED,81531005,Diabetes mellitus type 2 in obese (disorder),type2
diabetes_drugs,DMD,35849011000001104,Metuxtan SR 500mg tablets (Accord Healthcare Ltd) (product),general
diabetes_drugs,DMD,15611411000001108,Insulin human 500units/ml solution for injection 20ml vials (product),general
diabetes_drugs,DMD,11406411000001102,Gliclazide 80mg tablets (Pliva Pharma Ltd) (product),general
diabetes_drugs,DMD,37512111000001101,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,13883911000001104,Glucophage 850mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,17821311000001104,Tolbutamide 500mg tablets (Phoenix Healthcare Distribution Ltd) (product),general
diabetes_drugs,DMD,24134911000001102,Pioglitazone 30mg tablets (Morningside Healthcare Ltd) (product),general
diabetes_drugs,DMD,36857411000001104,Pioglitazone 45mg tablets (Torrent Pharma (UK) Ltd) (product),general
diabetes_drugs,DMD,37440611000001108,Januvia 50mg tablets (CST Pharma Ltd) (product),general
diabetes,SNOMED,190410002,Malnutrition-related diabetes mellitus with peripheral circulatory complications,other
diabetes,SNOMED,769185003,Moderate non-proliferative diabetic retinopathy of right eye,general
diabetes_drugs,DMD,3277811000001103,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,134610002,Product containing precisely nateglinide 60 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,34552811000001109,Meijumet 750mg modified-release tablets (Medreich Plc) (product),general
diabetes_drugs,DMD,3288511000001106,Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,11019211000001101,Glimepiride 1mg tablets (Dr Reddys Labs) (product),general
diabetes_drugs,DMD,35563311000001109,Insulin lispro 100units/ml solution for injection 3ml cartridges (Sanofi Pasteur) (product),general
diabetes_drugs,DMD,27879911000001104,Metformin 500mg/5ml oral solution sugar free (Pinewood Healthcare) (product),general
diabetes_drugs,DMD,3275311000001104,Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes,SNOMED,408414006,O/E - left eye proliferative diabetic retinopathy (context-dependent category),general
diabetes,SNOMED,71771000119100,Type 1 diabetes mellitus with neuropathic arthropathy,type1
diabetes,SNOMED,703138006,Type II diabetes mellitus in remission (disorder),type2
diabetes_drugs,DMD,11933011000001106,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) (product),general
diabetes_drugs,DMD,374897009,Product containing precisely pioglitazone (as pioglitazone hydrochloride) 45 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,8524111000001108,Gliclazide 160mg/5ml oral suspension (product),general
diabetes_drugs,DMD,29754211000001103,Acarbose 100mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,30829111000001109,Repaglinide 500microgram tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,8495911000001109,Glibenclamide 7.5mg/5ml oral suspension (Special Order) (product),general
diabetes_drugs,DMD,140711000001103,Semi-Daonil 2.5mg tablets (Aventis Pharma) (product),general
diabetes_drugs,DMD,8497111000001102,Gliclazide 40mg/5ml oral suspension (Special Order) (product),general
diabetes_drugs,DMD,37509111000001108,Glucophage 850mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes,SNOMED,735538002,Lactic acidosis co-occurrent and due to diabetes mellitus (disorder),general
diabetes_drugs,DMD,13884711000001104,Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) (product),general
diabetes_drugs,DMD,19274811000001108,Bydureon 2mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd) (product),general
diabetes_drugs,DMD,18544011000001109,Actos 45mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,8664111000001107,Metformin 425mg/5ml oral solution (product),general
diabetes,SNOMED,279291000000109,Diabetes type 1 review (regime/therapy),type1
diabetes,SNOMED,237616002,Hypogonadism - diabetes mellitus - alopecia - mental retardation and electrocardiographic abnormalities (disorder),general
diabetes_drugs,DMD,19276911000001106,Repaglinide 1mg tablets (Aspire Pharma Ltd) (product),general
diabetes_drugs,DMD,14248811000001102,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,32493611000001106,Glimepiride 2mg tablets (Brown & Burk UK Ltd) (product),general
diabetes_drugs,DMD,5330811000001103,Amaryl 3mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,37120611000001109,Metformin 850mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,443067000,Product containing precisely saxagliptin 2.5 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,38082811000001104,Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices (product),general
diabetes_drugs,DMD,17510311000001100,Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,21884111000001108,Tolbutamide 500mg tablets (Waymade Healthcare Plc) (product),general
